"Point","Type","Station","Northing","Easting","Elevation"
"349","","17000.00","6038550.513","632542.222","1106.183"
"361","","17600.00","6038110.759","632134.091","1105.800"
"362","","17650.00","6038082.846","632092.765","449.500"
"373","","18200.00","6038217.433","631575.465","446.629"
