easting,northing,site_name,tmp1517065975113
2613281.5323369,1267798.78584492,,258.2278
2613292.93502139,1267782.37506952,,258.1772
2613304.33770588,1267765.96429412,,258.1052
2613315.74039037,1267749.55351872,,259.9321
2613327.14307487,1267733.14274332,,259.8298
2613338.54575936,1267716.73196791,,259.4348
2613349.94844385,1267700.32119251,,259.7747
2613361.35112834,1267683.91041711,,259.0271
2613372.75381283,1267667.49964171,,255.53
2613384.15649733,1267651.08886631,,246.5478
2613395.55918182,1267634.67809091,,245.4643
2613406.96186631,1267618.26731551,,245.399
2613418.3645508,1267601.85654011,,245.4521
2613429.76723529,1267585.44576471,,245.4652
2613441.16991979,1267569.0349893,,245.558
2613452.57260428,1267552.6242139,,245.455
2613463.97528877,1267536.2134385,,245.563
2613475.37797326,1267519.8026631,,245.588
2613486.78065775,1267503.3918877,,245.7309
2613498.18334225,1267486.9811123,,245.8324
2613509.58602674,1267470.5703369,,247.9749
2613520.98871123,1267454.1595615,,250.5321
2613532.39139572,1267437.7487861,,251.4237
2613543.79408021,1267421.3380107,,252.3884
2613555.19676471,1267404.92723529,,251.4794
2613566.5994492,1267388.51645989,,252.2654
2613578.00213369,1267372.10568449,,253.1153
2613589.40481818,1267355.69490909,,252.2932
2613600.80750267,1267339.28413369,,251.1522
2613612.21018717,1267322.87335829,,253.0313
2613623.61287166,1267306.46258289,,252.7419
2613635.01555615,1267290.05180749,,253.1565
2613646.41824064,1267273.64103209,,253.4611
2613657.82092513,1267257.23025668,,253.6215
2613669.22360963,1267240.81948128,,253.6047
2613680.62629412,1267224.40870588,,253.2381
2613692.02897861,1267207.99793048,,253.0749
2613703.4316631,1267191.58715508,,253.3917
2613714.83434759,1267175.17637968,,254.154
2613726.23703209,1267158.76560428,,254.0934
2613737.63971658,1267142.35482888,,252.7536
2613749.04240107,1267125.94405348,,252.3329
2613760.44508556,1267109.53327808,,255.0943
2613771.84777005,1267093.12250267,,255.2605
2613783.25045455,1267076.71172727,,255.9094
2613794.65313904,1267060.30095187,,255.8335
2613806.05582353,1267043.89017647,,256.8674
2613817.45850802,1267027.47940107,,257.0705
2613828.86119251,1267011.06862567,,256.8512
2613840.26387701,1266994.65785027,,256.7784
2613851.6665615,1266978.24707487,,256.7426
2613863.06924599,1266961.83629947,,257.0816
2613874.47193048,1266945.42552406,,257.6341
2613885.87461497,1266929.01474866,,257.576
2613897.27729947,1266912.60397326,,257.7545
2613908.67998396,1266896.19319786,,257.9138
2613920.08266845,1266879.78242246,,258.5038
2613931.48535294,1266863.37164706,,258.3494
2613942.88803743,1266846.96087166,,258.4474
2613954.29072192,1266830.55009626,,259.0504
2613965.69340642,1266814.13932086,,258.296
2613977.09609091,1266797.72854545,,257.6563
2613988.4987754,1266781.31777005,,257.7133
2613999.90145989,1266764.90699465,,258.0508
2614011.30414438,1266748.49621925,,257.9073
2614022.70682888,1266732.08544385,,257.8024
2614034.10951337,1266715.67466845,,258.5394
2614045.51219786,1266699.26389305,,258.2631
2614056.91488235,1266682.85311765,,263.599
2614068.31756684,1266666.44234225,,265.4166
2614079.72025134,1266650.03156685,,265.1429
2614091.12293583,1266633.62079144,,265.9553
2614102.52562032,1266617.21001604,,266.2068
2614113.92830481,1266600.79924064,,266.5901
2614125.3309893,1266584.38846524,,273.3078
2614136.7336738,1266567.97768984,,268.5357
2614148.13635829,1266551.56691444,,270.1483
2614159.53904278,1266535.15613904,,272.9397
2614170.94172727,1266518.74536364,,272.3676
2614182.34441176,1266502.33458824,,270.5573
2614193.74709626,1266485.92381283,,271.046
2614205.14978075,1266469.51303743,,273.2088
2614216.55246524,1266453.10226203,,273.1872
2614227.95514973,1266436.69148663,,273.2408
2614239.35783422,1266420.28071123,,273.3492
2614250.76051872,1266403.86993583,,273.2278
2614262.16320321,1266387.45916043,,273.0706
2614273.5658877,1266371.04838503,,273.3257
2614284.96857219,1266354.63760963,,273.4194
2614296.37125668,1266338.22683422,,273.5163
2614307.77394118,1266321.81605882,,273.9916
2614319.17662567,1266305.40528342,,274.0641
2614330.57931016,1266288.99450802,,274.0267
2614341.98199465,1266272.58373262,,274.0952
2614353.38467914,1266256.17295722,,273.5663
2614364.78736364,1266239.76218182,,273.5692
2614376.19004813,1266223.35140642,,274.2919
2614387.59273262,1266206.94063102,,273.9043
2614398.99541711,1266190.52985561,,274.1862
2614410.3981016,1266174.11908021,,274.5922
2614421.8007861,1266157.70830481,,274.1962
2614433.20347059,1266141.29752941,,273.937
2614444.60615508,1266124.88675401,,274.1653
2614456.00883957,1266108.47597861,,273.3649
2614467.41152406,1266092.06520321,,272.7189
2614478.81420856,1266075.65442781,,273.9508
2614490.21689305,1266059.24365241,,273.8897
2614501.61957754,1266042.83287701,,274.0067
2614513.02226203,1266026.4221016,,273.4311
2614524.42494652,1266010.0113262,,273.3751
2614535.82763102,1265993.6005508,,273.0023
2614547.23031551,1265977.1897754,,272.9761
2614558.633,1265960.779,,269.381
