easting,northing,site_name,tmp1517065980255
2612324.16056975,1269106.27167717,,257.1828
2612333.77891304,1269110.90362717,,257.6384
2612349.20426087,1269087.10008696,,256.6304
2612359.30764506,1269109.79265939,,258.694
2612367.66406234,1269103.72136686,,258.7858
2612372.82861225,1269094.77610403,,258.6627
2612373.90829717,1269084.50358811,,257.8607
2612370.7164298,1269074.68003043,,257.372
2612363.80491298,1269067.00401336,,255.9957
2612354.36881077,1269062.80278998,,256.0705
2612344.03971097,1269062.80278998,,255.8424
2612334.60360876,1269067.00401336,,256.0718
2612327.69209194,1269074.68003043,,255.7243
2612324.50022456,1269084.50358811,,255.7091
2612325.57990949,1269094.77610403,,256.7235
2612330.7444594,1269103.72136686,,257.0966
2612339.10087668,1269109.79265939,,257.3218
2612349.20426087,1269111.9402,,259.57
2612358.91465207,1269094.84386554,,258.4521
2612361.31292064,1269084.33636438,,257.9606
2612354.59312143,1269075.91000269,,256.3361
2612343.81540031,1269075.91000269,,256.362
2612337.0956011,1269084.33636438,,256.5532
2612339.49386967,1269094.84386554,,256.8072
2612349.20426087,1269099.52014348,,258.0819
2612364.6296087,1269075.59886957,,257.6801
2612374.48530686,1269099.39262975,,259.8459
2612382.84056432,1269093.80982519,,261.4049
2612388.42336888,1269085.45456773,,262.2828
2612390.38378913,1269075.59886957,,262.4422
2612388.42336888,1269065.7431714,,262.0388
2612382.84056432,1269057.38791394,,256.5155
2612374.48530686,1269051.80510938,,256.3653
2612364.6296087,1269049.84468913,,255.7223
2612354.77391053,1269051.80510938,,255.6426
2612346.41865307,1269057.38791394,,255.7304
2612340.83584851,1269065.7431714,,256.0871
2612338.87542826,1269075.59886957,,256.3069
2612340.83584851,1269085.45456773,,256.8521
2612346.41865307,1269093.80982519,,256.7505
2612354.77391053,1269099.39262975,,258.7633
2612364.6296087,1269101.35305,,258.6216
2612373.73508651,1269084.70434738,,257.8607
2612377.50669891,1269075.59886957,,257.7941
2612373.73508651,1269066.49339175,,257.108
2612364.6296087,1269062.72177935,,255.7579
2612355.52413088,1269066.49339175,,256.0497
2612351.75251848,1269075.59886957,,256.3361
2612355.52413088,1269084.70434738,,257.9256
2612364.6296087,1269088.47595978,,258.1119
2612380.05495652,1269064.09765217,,256.9727
2612389.92424661,1269087.92422615,,262.2828
2612398.29102674,1269082.33372239,,262.5408
2612403.88153049,1269073.96694226,,262.5587
2612405.84465435,1269064.09765217,,262.5353
2612403.88153049,1269054.22836209,,262.4496
2612398.29102674,1269045.86158196,,262.4243
2612389.92424661,1269040.2710782,,255.6202
2612380.05495652,1269038.30795435,,255.5822
2612370.18566644,1269040.2710782,,255.1568
2612361.8188863,1269045.86158196,,255.7223
2612356.22838255,1269054.22836209,,255.6983
2612354.2652587,1269064.09765217,,256.0705
2612356.22838255,1269073.96694226,,256.2096
2612361.8188863,1269082.33372239,,257.9606
2612370.18566644,1269087.92422615,,258.1873
2612380.05495652,1269089.88735,,261.4583
2612389.17299163,1269073.21568728,,262.0441
2612392.94980543,1269064.09765217,,262.5244
2612389.17299163,1269054.97961707,,257.5143
2612380.05495652,1269051.20280326,,256.2565
2612370.93692141,1269054.97961707,,256.3653
2612367.16010761,1269064.09765217,,256.9192
2612370.93692141,1269073.21568728,,257.372
